SERIALIZABLE, 1000, 2, 682, 0, no
SERIALIZABLE, 1000, 10, 1608, 0, no
SERIALIZABLE, 1000, 100, 2526, 0, no
SERIALIZABLE, 1000, 1000, 3441, 0, no
SERIALIZABLE, 1000, 2, 4133, 50, no
SERIALIZABLE, 1000, 10, 5053, 50, no
SERIALIZABLE, 1000, 100, 5973, 50, no
SERIALIZABLE, 1000, 1000, 6889, 50, no
